point_id,traj,lon,lat,year,ndvi_median,n_images_that_year
c1_010,1,-89.945702,21.14322280883789,2000.0,0.6952235102653503,69
c1_011,1,-89.958098,21.149151,2000.0,0.6735307574272156,69
c1_012,1,-90.036783,21.117354,2000.0,0.751394510269165,69
c1_013,1,-90.113042,21.085018157958984,2000.0,0.7754732966423035,69
c1_014,1,-89.944085,21.154002,2000.0,0.7403176426887512,69
c1_015,1,-90.065885,21.113581,2000.0,0.5588503479957581,69
c1_016,1,-90.064538,21.121126174926758,2000.0,0.5558935403823853,69
c1_017,1,-90.01280212402344,21.122474,2000.0,0.6779518723487854,69
c1_018,1,-90.013608,21.150499,2000.0,0.7112061977386475,69
c1_019,1,-90.075856,21.141876220703125,2000.0,0.7340872883796692,69
c1_020,1,-90.063729,21.119510650634766,2000.0,0.54477858543396,69
